RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,Street,fromSt,toSt,Direction
26114,Bronx,2017,6,16,6,45,23,103857,POINT (1016614.8916442157 248274.31092398707),EAST 182 STREET,Southern Boulevard,Bronx Park South,EB\
8250,Bronx,2012,6,24,1,15,41,88812,POINT (1029457.1 258568.8),E 222 ST,EDSON AV,BAYCHESTER AV/NET SB EN BAYCHESTER AV/BIKE PATH,EB\
11652,Queens,2013,4,15,14,15,67,65967,POINT (1000752.3 209186.7),HUNTERS PT BR,49 AV,HUNTERS PT AV,EB\
14566,Brooklyn,2013,6,17,22,30,65,41160,POINT (1004301.9 167786.5),UTICA AV,FLATLANDS AV,AV J,SB\
18646,Brooklyn,2014,11,4,9,45,5,35231,POINT (997673.3207129341 200136.44731461848),JACKSON STREET,Crosstown Line,Meeker Avenue,WB\
19869,Brooklyn,2015,3,20,17,45,100,25227,POINT (991964.8832569779 159496.2703215038),MC DONALD AVENUE,Culver Line,Culver Line,SB\
28337,Bronx,2018,6,13,9,45,649,143774,POINT (1035355.8142398794 263214.5059019654),HUTCHINSON RIVER PARKWAY,Dead End,Dead end,NB\
15292,Bronx,2013,6,20,12,0,86,85322,POINT (1023453.5 238929),WHITE PLAINS RD,LAFAYETTE AV,TURNBULL AV,SB\
24741,Bronx,2016,10,29,16,0,101,79691,POINT (1010861.2474906943 258607.43422960097),BAILEY AVENUE,Albany Crescent,West 230 Street,SB\
27349,Brooklyn,2018,1,18,12,0,51,252309,POINT (1021331.3801064377 177295.8487200709),SEAVIEW AVENUE,Dead End,Dead end,WB\
19207,Manhattan,2015,1,10,20,30,108,115287,POINT (993970.7231504321 224784.61474825986),86 ST TRANSVERSE,Dead End,Dead end,WB\
3102,Queens,2009,9,12,10,15,49,51779,POINT (1027295.7 187137.5),S/B 94 ST @ LIBERTY AVE,LIBERTY AV,CROSS BAY BLVD,SB\
24514,Brooklyn,2016,9,26,9,45,193,24393,POINT (988931.5395340964 190157.16621338722),LIVINGSTON STREET,Bond Street,Hanover Place,EB\
30254,Brooklyn,2019,3,22,0,45,1,163720,POINT (993798.6294112368 187638.73167015225),WAVERLY AVENUE,Fulton Street,Atlantic Avenue,SB\
15833,Manhattan,2013,11,22,22,45,169,32361,POINT (984404.5 202177.3),BROOME ST,BROADWAY,CROSBY ST,WB\
22797,Manhattan,2016,2,27,21,0,34,23180,POINT (981768.666729688 196856.02764033174),WILLIAM STREET,Cedar Street,Clark Street Line,NB\
12196,Brooklyn,2010,9,28,21,0,41,27975,POINT (993032.9 172247.9),CONEY ISL AVE & CORTELYOU BET STRATFORD&CONEY ISL,CONEY ISLAND AV,STRATFORD RD,WB\
22552,Queens,2016,3,15,10,45,104,60232,POINT (1041581.8118847597 196596.65391498292),JAMAICA AVENUE,Merrick Boulevard,168 Street,EB\
10495,Brooklyn,2012,9,16,12,45,35,41093,POINT (1004109 163133.6),FILLMORE AV,HENDRICKSON ST,FLATBUSH AV,EB\
16221,Brooklyn,2013,11,23,0,45,2,20302,POINT (987739.4 167109.8),17 AV,57 ST,56 ST,SB\
2152,Brooklyn,2009,8,7,9,0,98,27935,POINT (991486.7 178592.8),S/B PROSPECT PK S/W(S LEG)@TERR./WIND.PL,CENTER DR/16 ST,WINDSOR PL/TERRACE PL,SB\
17326,Manhattan,2014,6,13,6,30,96,37493,POINT (993635.7 227920.4),WEST 96 STREET,CENSUS BOUNDARY,COLUMBUS AVENUE,EB\
31026,Manhattan,2019,10,11,17,45,353,33471,POINT (983668.3464821158 212714.61496252753),10 AVENUE,West 27 Drive,West 28 Street,NB\
12287,Brooklyn,2010,7,9,11,0,136,41123,POINT (1004513.8 165223.6),UTICA AVE SB APPROACH TO AVE N,AV N,AV M,SB\
17647,Queens,2014,10,11,17,30,21,49011,POINT (1013824.9 194827.9),CENTRAL AV,MYRTLE AV,OTTO RD/CYPRESS HILLS ST/64 ST,NB\
17789,Manhattan,2014,8,5,7,15,37,173672,POINT (1000257.2 245212),W 165 ST,FT WASHINGTON AV,BROADWAY,EB\
28083,Brooklyn,2018,4,19,22,0,107,30990,POINT (996896.461987426 199435.5362318638),METROPOLITAN AVENUE,North 5 Street,Marcy Avenue,WB\
19321,Bronx,2015,3,21,20,30,29,85321,POINT (1023625.6 238816.5),LAFAYETTE AV,WHITE PLAINS RD,NEWMAN AV,WB\
10830,Queens,2011,5,22,2,15,20,182136,POINT (1055232.7 213208),LIE South SRD EB Between,Cross Island Pkwy and 233rd St,LIE EB EXIT 31,EB\
19086,Bronx,2015,1,16,17,15,194,71744,POINT (1007108.1035007897 239946.52152566804),EAST 161 STREET,Concourse Village East,Park Avenue,WB\
21819,Manhattan,2015,10,25,23,45,59,159216,POINT (992706.5888278963 217319.1654677229),PARK AVENUE,East 59 Street,Astoria Line,NB\
21109,Queens,2015,10,1,20,0,47,45403,POINT (1009505.0266926682 194314.6482051226),ST NICHOLAS AVENUE,Woodbine Street,Myrtle Avenue,SB\
17754,Manhattan,2014,8,12,22,45,60,164915,POINT (989614.7 224954.3),W 79 ST,WEST END AV,BROADWAY,WB\
16734,Manhattan,2014,2,17,14,0,0,37252,POINT (991468.1 228650.5),WEST END AV,W 94 ST,W 95 ST,NB\
26966,Manhattan,2017,10,29,7,0,103,32504,POINT (985527.2227750608 201872.9178718702),KENMARE STREET,Elizabeth Street,Mott Street,WB\
21918,Bronx,2016,2,28,10,30,4,175722,POINT (1016887.9343315376 236287.34844699755),SPOFFORD AVENUE,Drake Street,Halleck Street,EB\
18476,Brooklyn,2014,11,11,22,0,110,133266,POINT (1004656.5330893042 162677.71429130997),FLATBUSH AVENUE,Dead End,Dead end,SB\
17657,Manhattan,2014,7,14,7,0,141,152167,POINT (997424 225983.7),PARK AV,E 96 ST,E 97 ST,SB\
7763,Bronx,2009,12,17,22,15,75,139421,POINT (1019840 254266.6),N/B BX RIVER PWY EXT RAMP@ALLERTON AVE,SOUTHERN BLVD/BRONX RIVER GREENWAY,BRONX RIVER PKWY,NB\
16627,Manhattan,2014,2,15,22,30,0,38143,POINT (992883.9 231212.3),WEST END AV,W 105 ST,W 106 ST,NB\
25683,Bronx,2017,5,5,10,30,38,148668,POINT (1017087.6829172943 235791.6853242406),HALLECK STREET,Randall Avenue,Spofford Avenue,SB\
32384,Manhattan,2020,10,27,7,45,177,158736,POINT (992835.6202604746 217553.2622323734),PARK AVENUE,Astoria Line,East 61 Street,NB\
25932,Brooklyn,2016,9,28,14,30,38,24672,POINT (989774.5612138302 193659.61199968675),FLUSHING AVENUE,Dead end,Nassau Street,WB\
26799,Queens,2017,6,11,3,15,43,84439,POINT (1029624.9717006558 219746.0090299507),WHITESTONE EXPWY SB EN ULMER ST,Ulmer Street,Whitestone Expressway,SB\
11579,Queens,2012,10,19,4,0,16,152873,POINT (1018808 214264),34 AV,92 ST,93 ST,EB\
25192,Queens,2017,2,8,1,45,8,186809,POINT (1041592.3170920854 198356.26626123223),169 STREET,Homelawn Street,Hillside Avenue,NB\
22540,Brooklyn,2016,3,2,8,0,73,20946,POINT (982984.9340131892 172555.60518384862),8 AVENUE,51 Street,52 Street,NB\
10626,Bronx,2012,10,7,5,30,7,78622,POINT (1013696 241654.2),INTERVALE AV,FOX ST,FREEMAN ST,NB\
7169,Queens,2009,11,7,23,30,51,150538,POINT (1039918.6 221908.8),S/B FRANCIS LEWIS BLVD @ 24 RD,24 AV,24 RD,SB\
15774,Bronx,2013,10,22,12,30,51,146507,POINT (1010725.9 249894.6),E BURNSIDE AV,GRAND CONCOURSE,CRESTON AV,EB\
23651,Bronx,2016,9,12,21,45,100,78153,POINT (1010383.2817099938 245110.18941338535),WEBSTER AVENUE,East 171 Street,Claremont Parkway,NB\
25939,Brooklyn,2016,9,19,11,15,0,23820,POINT (985318.2065801502 191001.88190036142),HENRY STREET,State Street,Atlantic Avenue,SB\
12099,Bronx,2010,10,1,20,15,64,72384,POINT (1009475.7 249778.2),JEROME AVE BET E 179TH ST & TREMONT AVE MAIN RD,W TREMONT AV/E TREMONT AV,E 179 ST,SB\
14224,Queens,2013,2,5,1,30,6,91535,POINT (1034809.8 217260.8),ROOSEVELT AV,147 ST,149 ST,EB\
23433,Bronx,2016,5,15,21,30,27,9001668,POINT (1006731.5572215784 232549.2877600744),ST ANNS AVENUE,Dead end,East 135 Street,SB\
11869,Brooklyn,2010,6,24,9,30,68,17671,POINT (978015.9 171958),65TH ST APPROACHING 4TH AVE(UNDER BQE),GOWANUS EXWY EN SB/3 AV,4 AV,EB\
10275,Queens,2012,9,7,2,0,16,131591,POINT (1036898.1 202691.8),PARSONS BLVD,77 RD,78 AV,NB\
31152,Brooklyn,2019,10,24,22,30,192,28962,POINT (990559.9747132342 188392.2649715729),FLATBUSH AVENUE,Atlantic Avenue,Eastern Parkway Line,NB\
11583,Staten Island,2012,9,28,6,0,71,112431,POINT (958931.4 160956.3),RICHMOND RD,CLOVE RD,CLOVE ROAD,SB\
12348,Manhattan,2010,3,18,6,0,55,166041,POINT (995865 223651.6),E 86TH ST BET MADISON AVE & PARK AVE,MADISON AV,PARK AV,WB\
2766,Brooklyn,2010,5,21,19,0,127,163731,POINT (994149.9 187253.2),S/B WASHINGTON AVE @ PACIFIC ST,PACIFIC ST,ATLANTIC AV,SB\
20164,Brooklyn,2015,4,14,7,30,93,44487,POINT (1002353.5809685722 199095.88614007726),MORGAN AVENUE,Maujer Street,Grand Street,NB\
21099,Bronx,2015,11,3,14,30,41,146886,POINT (1011084.449687909 249636.2756788116),EAST BURNSIDE AVENUE,Dead End,Dead end,EB\
18613,Bronx,2014,11,22,12,15,788,139708,POINT (1020952.9 262042.7),BRONX RIVER PKWY,BRP SB EN WEBSTER AV,BRP SB EXIT 9,SB\
27699,Queens,2018,3,3,0,30,0,66068,POINT (1001350.9798569569 206933.57186466907),REVIEW AVENUE,35 Street,Greenpoint Avenue,SB\
19393,Queens,2015,3,12,22,30,67,73924,POINT (1012429.4054088258 200146.60509251078),ELIOT AVENUE,64 Street,65 Street,EB\
27088,Bronx,2017,11,5,17,15,12,154461,POINT (1017459.5711014725 233955.75518829495),HALLECK STREET,Viele Avenue,Dead end,NB\
26601,Queens,2018,4,14,15,15,173,156336,POINT (1044945.5135994469 192257.12442928395),MERRICK BOULEVARD,111 Avenue,111 Road,NB\
19869,Brooklyn,2015,3,19,15,45,33,168164,POINT (1017259.0847428087 175333.30871319748),SCHROEDERS AVENUE,Elmira Loop,Pennsylvania Avenue,WB\
21144,Bronx,2015,11,6,18,30,202,87447,POINT (1020420.8758304119 250408.66802060406),BRONX PARK EAST,Maran Place,Lydig Avenue,SB\
23376,Brooklyn,2016,6,4,19,15,170,167159,POINT (1004114.78556008 170072.9463462448),UTICA AVENUE,Kings Highway,Avenue H,SB\
18041,Brooklyn,2014,11,2,16,0,104,22227,POINT (984209.8543323814 189307.22667048665),HICKS STREET,Kane Street,De Graw Street,NB\
8940,Queens,2012,4,20,5,45,87,62117,POINT (1052667.7 161622.3),BEACH CHANNEL DR,HASSOCK ST/HORTON AV,DEAD END,NB\
15774,Bronx,2013,10,23,17,30,80,113117,POINT (1007136.1 258998.2),JOHNSON AV,KAPPOCK ST,RIVERDALE AV,NB\
31065,Manhattan,2019,10,12,0,45,17,9009052,POINT (985176.6967256404 198288.44257407243),CATHERINE STREET,Dead End,Catherine Slip,SB\
20251,Queens,2015,4,23,7,0,56,83523,POINT (1024023.9420976072 211188.13371745573),108 STREET,47 Avenue,48 Avenue,SB\
28834,Brooklyn,2018,11,4,20,15,6,167682,POINT (1004112.0134144941 199645.36634179577),STEWART AVENUE,Metropolitan Avenue,Grand Street,SB\
1827,Brooklyn,2010,10,19,3,45,21,22528,POINT (985998.2 187731.9),N/B SMITH ST @ SACKETT ST,UNION ST,SACKETT ST,NB\
32274,Brooklyn,2019,10,23,20,30,239,162929,POINT (988664.6767903104 193944.8413521037),BQE EASTBOUND ENTRANCE SANDS ST,Brooklyn Queens Ep Et 29 A Eb,Brooklyn Queens Expressway,EB\
17527,Brooklyn,2014,6,14,22,0,31,157899,POINT (1022942 183357),LINDEN BLVD,EMERALD ST,DREW ST,WB\
1853,Manhattan,2010,11,6,23,45,22,24152,POINT (986652.2 199389.5),W/B E BROADWAY @ PIKE ST,PIKE ST,RUTGERS ST,WB\
12509,Manhattan,2013,3,13,14,30,168,33829,POINT (986426.4 214907.3),W 40 ST,8 AV,9 AV,EB\
23837,Bronx,2016,10,8,18,30,278,9008826,POINT (1021943.9345069327 251657.43481426392),PELHAM PARKWAY,Dead End,Dead end,WB\
2889,Manhattan,2010,10,18,14,0,164,23967,POINT (986007.6 198943.1),W/B MANHATTAN BR NORTH UPPER RDWY,HENRY ST,MADISON ST,WB\
12598,Bronx,2013,3,14,1,0,32,122836,POINT (1011722.4 248269.1),WEBSTER AV,E TREMONT AV,EAST TREMONT AVENUE,NB\
12663,Queens,2013,4,14,8,45,12,36683,POINT (997319.5 210054.1),49 AV,JACKSON AV/PULASKI BR/PULASKI BRIDGE BIKE PATH,VERNON BLVD,EB\
26516,Brooklyn,2017,11,11,5,0,25,28234,POINT (994464.4654953033 176624.77151014467),CATON AVENUE,East 18 Street,St Pauls Place,WB\
28834,Brooklyn,2018,11,11,18,0,152,41367,POINT (1007031.7789871042 167299.15376331616),RALPH AVENUE,Avenue K,Avenue L,SB\
7472,Bronx,2010,5,17,6,0,444,135226,POINT (1016019.1 238995.1),E/B BRUCKNER EXPWY MAIN @ BRONX RIVR AVE,BRE EB EN BRYANT AV,EASTERN BLVD BR,EB\
1338,Queens,2011,9,20,19,0,26,55788,POINT (1040054.7 187197.9),143 ST,116 AV,FOCH BLVD,SB\
26799,Queens,2017,6,18,4,15,4,192756,POINT (1061470.5688083987 217920.88038069065),LONG ISLAND EXPRESSWAY,Dead End,Dead end,EB\
11577,Manhattan,2012,10,19,8,45,256,36272,POINT (993570.3 216846.5),3 AV,E 59 ST,E 60 ST,NB\
21923,Staten Island,2015,10,24,2,30,18,3805,POINT (939159.1940156607 132053.4711509551),HYLAN BOULEVARD,Arden Avenue,Harold Avenue,WB\
20747,Queens,2015,6,17,18,30,501,144544,POINT (1027908.0719689936 183544.23322428425),CROSS BAY BOULEVARD,Dead end,Dead End,NB\
31152,Manhattan,2019,10,19,15,45,318,36013,POINT (991533.7916378764 217378.41920635634),5 AVENUE,East 58 Street,East 57 Street,SB\
19233,Bronx,2015,6,8,8,0,56,85317,POINT (1023686.9 237629),WHITE PLAINS RD,RANDALL AV,SEWARD AV,SB\
21231,Staten Island,2015,9,15,17,15,213,8288,POINT (940006.3834342742 162337.6840427401),RICHMOND AVENUE,Hillman Avenue,Akron Street,NB\
15389,Manhattan,2013,7,26,22,0,1,165985,POINT (994033.4 220343.6),E 72 ST,MADISON AV,PARK AV,EB\
20432,Manhattan,2015,6,5,12,30,216,33451,POINT (983325.4473816692 210238.00650808876),9 AVENUE,West 19 Street,West 18 Street,SB\
25886,Manhattan,2017,5,19,5,30,251,227759,POINT (981281.2282591254 204335.14505907457),WEST STREET,Spring Street,Dead end,NB\
17293,Queens,2014,6,14,7,30,162,129663,POINT (1003226.5 218150.3),21 ST,BROADWAY,31 DR,SB\
11850,Brooklyn,2011,6,10,4,45,17,17346,POINT (979152.2 166818.3),FT HAMILTON PKWY SB APPROACHING 78TH ST,78 ST/7 AV,77 ST,SB\
3150,Manhattan,2009,1,29,18,30,349,34006,POINT (988525.8 210901.9),N/B MADISON AVE @ E 31 ST,E 30 ST,E 31 ST,NB\
28834,Brooklyn,2018,11,16,7,15,60,158302,POINT (989503.662468063 187095.29236195196),4 AVENUE,Baltic Street,Butler Street,SB\
27324,Queens,2017,12,1,11,15,412,151174,POINT (1027759.5593244362 184735.3545834404),CROSS BAY BOULEVARD,Dead end,Linden Boulevard,NB\
22995,Manhattan,2016,3,29,23,45,23,164871,POINT (989555.3214554377 220411.68708620602),WEST 64 STREET,Broadway,8 Avenue Line,EB\
16908,Queens,2014,3,24,6,30,32,183017,POINT (1008420 209723.5),QUEENS BLVD,CONNECTOR,52 ST,EB\
20946,Bronx,2015,6,20,15,0,108,72285,POINT (1009959.3141808818 242217.22648575905),EAST 168 STREET,Park Avenue,Washington Avenue,EB\
17293,Queens,2014,6,10,18,45,67,106836,POINT (1002826.2 218326.6),BROADWAY,14 ST,21 ST,EB\
31054,Queens,2019,9,27,16,15,185,96671,POINT (1046609.9352891956 200989.17578340278),188 STREET,Rio Drive,Henley Road,SB\
28844,Staten Island,2019,1,26,5,15,6,1883,POINT (927225.004568218 134926.27696349163),FOSTER ROAD,Ramona Avenue,Rathbun Avenue,NB\
18494,Manhattan,2014,10,10,23,0,71,32137,POINT (983855.0658769038 203468.8213532124),WEST BROADWAY,Spring Street,Prince Street,NB\
19207,Manhattan,2015,1,8,20,15,103,37663,POINT (996761.5265072242 223155.01957226213),EAST 86 STREET,Lexington Avenue,3 Avenue,EB\
24306,Bronx,2016,9,11,16,0,73,89581,POINT (1027224.1440187687 265486.75569541816),BAYCHESTER AVENUE,Edenwald Avenue,Bussing Avenue,NB\
16595,Queens,2014,2,13,19,45,0,130433,POINT (1011841 212723.1),BROADWAY,62 ST,61 ST,WB\
25124,Brooklyn,2017,1,25,21,30,7,127116,POINT (981219.3814943976 165304.16370835382),12 AVENUE,Alley,77 Street,NB\
17387,Bronx,2014,6,12,14,45,140,148391,POINT (1022249.7 245868.8),E TREMONT AV,DOGWOOD DR,UNIONPORT RD,WB\
18078,Bronx,2014,9,15,16,15,1061,9008891,POINT (1032694.3559050388 254399.99612312028),HUTCHINSON RIVER PARKWAY,Dead End,Dead end,NB\
32407,Bronx,2020,10,13,10,15,45,217716,POINT (1006932.5454128128 238000.06614244907),COURTLANDT AVENUE,Melrose Houses Pedestrian Path,East 154 Street,NB\
22388,Brooklyn,2015,12,12,7,30,18,165291,POINT (998732.8120475191 203336.69239586018),NASSAU AVENUE,Mc Guinness Boulevard,Newel Street,WB\
20968,Manhattan,2015,8,1,23,15,2,111161,POINT (990090.2051278333 218746.00483753113),C P 7 AVENUE APPROACH,63 Street Line,63 Street Line,SB\
9142,Queens,2012,1,25,13,15,79,74189,POINT (1013164.2 205282.3),69 STREET,53 ROAD,53 DRIVE,SB\
18898,Brooklyn,2014,11,21,14,45,48,19073,POINT (987851.9051328113 159671.8355632716),23 AVENUE,79 Street,78 Street,NB\
3263,Staten Island,2009,4,8,3,30,7,7958,POINT (945190.7 157069.5),S/B FOREST HILL RD @ WALCOTT AVE,WALCOTT AV,ISMAY ST,SB\
28843,Queens,2019,1,16,21,45,127,9017038,POINT (1031951.9489285407 199056.0079790778),QUEENS BOULEVARD,Dead End,82 Avenue,EB\
19470,Queens,2015,5,13,13,15,143,156016,POINT (1030232.004177679 172989.66537757218),NORTH CHANNEL BRIDGE,Dead End,Black Bank Marsh Shoreline,SB\
27437,Queens,2018,2,5,3,30,9,67402,POINT (1002121.0145329336 214581.21308363572),38 AVENUE,27 Street,Crescent Street,WB\
24564,Brooklyn,2016,10,18,8,30,77,26098,POINT (997318.0032723873 153547.5381211058),AVENUE Z,East 17 Street,East 16 Street,WB\
22693,Queens,2016,4,24,8,45,237,147124,POINT (1029393.1535814573 217150.2183530781),FLUSHING BRIDGE,Flushing River Shoreline,Dead end,EB\
1815,Manhattan,2010,12,2,0,15,11,38349,POINT (995337.4 232588.4),S/B MORNINGSIDE DR @ W 114 ST,W 114 ST,W 115 ST,SB\
28843,Queens,2019,1,20,3,30,16,254677,POINT (1000094.0235925172 211397.38456993602),JACKSON AVENUE,Court Square,44 Drive,EB\
19021,Queens,2014,12,3,0,30,2,97562,POINT (1045082.8509960555 211267.44816713425),56 AVENUE,196 Place,Hollis Court Boulevard,EB\
21199,Queens,2015,11,10,4,30,9,81591,POINT (1020823.4384357383 206892.39847333197),59 AVENUE,92 Street,94 Street,EB\
20624,Queens,2015,6,22,11,45,213,76791,POINT (1019708.4353015287 215085.28675899314),NORTHERN BOULEVARD,97 Street,96 Street,WB\
21487,Queens,2015,9,3,22,30,2,177538,POINT (1024721.6566257987 211606.20746927737),47 AVENUE,109 Street,111 Street,EB\
7786,Manhattan,2011,10,22,0,15,174,158669,POINT (989144.8 221085.3),BROADWAY,W 66 ST,W 65 ST,SB\
21151,Manhattan,2016,1,15,6,15,55,38801,POINT (998818.3 240058.5),AMSTERDAM AV,W 145 ST,W 146 ST,SB\
9603,Brooklyn,2011,2,26,13,45,99,30758,POINT (995734 197465.1),BROADWAY BET HAVEMEYER ST & MARCY AVE,HAVEMEYER ST,MARCY AV,WB\
11539,Bronx,2013,1,13,19,45,13,78914,POINT (1015796.8 241970.2),JENNINGS ST,W FARMS RD,BOONE AV,EB\
24871,Brooklyn,2016,12,3,18,0,70,30974,POINT (996171.3861958301 199536.56847675386),METROPOLITAN AVENUE,Roebling Street,North 4 Street,WB\
8349,Staten Island,2012,5,31,20,15,70,5853,POINT (940369.4 134798.6),RICHMOND AV,HILLTOP RD,SHIRLEY AV,SB\
24684,Brooklyn,2016,10,18,11,30,17,109355,POINT (1000296.2240895044 164238.41762806888),EAST 34 STREET,Dead end,Avenue N,NB\
9502,Bronx,2012,2,1,18,15,67,70394,POINT (1009027.2 237887.1),ST ANNS AVENUE,EAST 156 STREET,EAST 157 STREET,NB\
18081,Bronx,2014,9,13,10,15,89,9003579,POINT (1006246.2932426883 238744.8791060919),MORRIS AVENUE,Dead End,Dead end,SB\
26114,Bronx,2017,6,14,23,30,27,79016,POINT (1015951.2399140547 247132.20597352946),MARMION AVENUE,Southern Boulevard,East 179 Street,SB\
29350,Queens,2018,11,12,17,45,299,145550,POINT (1024016.2680970263 183472.79654004803),LINDEN BOULEVARD,Sapphire Street,79 Street,EB\
8542,Manhattan,2012,6,25,12,30,107,34410,POINT (988879.6 223977.8),WEST END AV,W 74 ST,W 75 ST,NB\
19825,Bronx,2015,3,5,4,0,45,253490,POINT (1003634.2533192835 235514.00808651515),EAST 138 STREET,Jerome Avenue Line,Grand Concourse,EB\
12043,Bronx,2011,5,23,7,30,55,78897,POINT (1015781.4 241786.6),WEST FARMS RD&JENNINGS ST NB AP BT BOONE AVE&JENNIN,BOONE AV,JENNINGS ST,NB\
9576,Queens,2012,2,7,1,45,4,145416,POINT (1046516.7 205585.3),UNION TURNPIKE,195 STREET,196 STREET,EB\
16627,Manhattan,2014,2,17,0,30,0,37274,POINT (991417.5 229149.2),W 96 ST,RIVERSIDE DR/HHP NB EXIT 11/HHP NB EN W 96 ST,WEST END AV,EB\
20432,Manhattan,2015,6,2,19,0,352,32631,POINT (985936.3937726365 207273.22693457955),5 AVENUE,East 13 Street,14 Street/canarsie Line,SB\
22297,Manhattan,2016,1,5,20,30,85,108162,POINT (1002954.4395862493 247526.17752056432),AMSTERDAM AVENUE,West 177 Street,West 178 Street,NB\
25970,Bronx,2017,5,25,10,30,106,70542,POINT (1009573.9489588129 235530.874848025),EAST 149 STREET,Jackson Avenue,Concord Avenue,EB\
20699,Manhattan,2015,6,16,16,30,188,36262,POINT (993983.2765118213 215849.39454064993),EAST 57 STREET,2 Avenue,Ed Koch Queensboro Bridge Appr,EB\
3211,Brooklyn,2009,3,9,11,0,34,127310,POINT (996147.7 156632),E/B AVE V @ E 4 ST,E 14 ST,E 13 ST,EB\
28020,Queens,2018,4,23,9,0,162,67396,POINT (1002841.3212795334 213189.9584191364),NORTHERN BOULEVARD,31 Street,Queens Boulevard Line,EB\
24893,Manhattan,2016,10,31,0,30,51,158808,POINT (989240.5218932994 219543.0729387783),BROADWAY,West 60 Street,West 61 Street,NB\
26799,Queens,2017,4,2,15,15,257,65919,POINT (1000792.0807277999 206439.2066700402),JJ BYRNE MEMORIAL BRIDGE,Dead End,Newtown Creek Shoreline,WB\
11560,Bronx,2012,10,12,9,0,94,146667,POINT (1017229.1 251642.6),SOUTHERN BLVD,E FORDHAM RD,E FORDHAM RD,SB\
26510,Manhattan,2017,11,12,7,0,178,32126,POINT (983181.6631834928 203757.9674056335),AVENUE OF THE AMERICAS,8 Avenue Line,8 Avenue Line,NB\
11603,Manhattan,2013,2,1,3,45,4,33921,POINT (987654.7 212901),BROADWAY,W 35 ST,W 36 ST,SB\
28204,Queens,2018,5,13,21,45,47,83624,POINT (1024642.826238825 211995.16442551484),111 STREET,45 Avenue,46 Avenue,NB\
24893,Manhattan,2016,10,31,12,45,562,9009495,POINT (986159.4238226896 221073.45768356326),12 AVENUE,Dead End,Dead end,NB\
31027,Bronx,2019,11,9,11,15,34,89614,POINT (1027907.5658717288 267257.23766360845),NEREID AVENUE,Hill Avenue,Monticello Avenue,EB\
23376,Brooklyn,2016,6,8,10,45,126,167159,POINT (1004114.78556008 170072.9463462448),UTICA AVENUE,Kings Highway,Avenue H,NB\
18152,Brooklyn,2014,9,20,3,30,0,110366,POINT (997499.4421317284 153273.20358432288),EAST 17 STREET,Jerome Avenue,Jerome Avenue,SB\
28834,Brooklyn,2018,11,10,21,45,59,29246,POINT (993121.7719420118 188473.9480934881),VANDERBILT AVENUE,Gates Avenue,Fulton Street,SB\
24763,Brooklyn,2016,11,18,2,15,23,239592,POINT (987941.2165358152 194535.50230503536),PROSPECT STREET,Manhattan Bridge Bike Path,Jay Street,EB\
24417,Bronx,2016,10,21,3,45,5,79961,POINT (1012104.5590412153 259414.35939470926),FT INDEPENDENCE STREET,Kingsbridge Terrace,Heath Avenue,WB\
18059,Queens,2014,10,19,10,45,95,151407,POINT (1024477.7918271464 196771.5209602595),UNION TURNPIKE,Dead End,Dead end,EB\
16314,Bronx,2013,12,10,3,0,11,87459,POINT (1020327.8 251288.5),BOSTON RD,BRONX PARK E,PELHAM PKWY S/BRP NB EXIT 7 E/BRONX RIVER PARKWAY*,NB\
25410,Brooklyn,2017,3,2,1,45,14,16926,POINT (975368.7568282046 165592.10997217367),3 AVENUE,89 Street,90 Street,SB\
21145,Bronx,2016,3,2,11,45,126,146505,POINT (1010890.9 249861.8),E BURNSIDE AV,GRAND CONCOURSE,GRAND CONCOURSE,SB\
21969,Brooklyn,2015,10,30,1,45,8,29521,POINT (996216.1038835357 184222.22243964372),ST JOHNS PLACE,Franklin Avenue,St Francis Place,EB\
